gps_accuracy_m,accel_norm,location_velocity_kmh,network_type,order_acceptance_latency_s,peer_claims_same_window,zone_claim_spike_ratio,device_subnet_overlap,claim_time_std_minutes,battery_drain_pct_per_hr,is_fraud
19.2532,11.1943,19.228,1,86.615,0,1.6382,1,27.1736,10.3708,0
7.1015,8.4911,26.2945,1,45.6381,4,1.6013,0,81.9204,17.9796,0
16.9315,10.6377,8.1811,0,43.4283,0,2.0127,2,32.7803,16.2825,0
23.9449,12.5908,19.6768,1,81.915,3,1.1674,0,56.6861,10.058,0
16.4836,11.9165,4.5459,1,72.8428,1,1.9356,2,42.8936,9.8703,0
5.8747,11.3404,25.3754,1,68.9899,7,1.9575,2,51.6361,8.5783,0
20.8508,11.1544,32.1429,1,59.9719,0,0.9575,1,21.6256,14.0785,0
22.7935,11.1092,38.1288,0,68.5011,6,1.0581,0,102.8628,13.4039,0
10.3792,9.6609,0.754,1,69.8447,2,2.3376,0,52.9428,9.5183,0
6.0563,10.9892,34.5051,1,44.3141,4,1.5186,2,44.9695,23.6854,0
20.1308,10.7147,10.8337,0,87.697,7,2.0778,1,96.3717,10.7902,0
18.571,12.3668,29.6256,0,46.332,7,1.6983,0,26.8128,14.476,0
7.9584,11.9261,7.6384,1,79.823,0,2.3439,2,94.855,20.158,0
15.1067,10.9022,15.7652,1,46.6776,5,1.4089,0,86.5814,8.401,0
17.6226,11.5095,21.7567,0,8.0999,1,1.3002,0,71.3988,8.1996,0
19.5874,11.3418,1.2403,0,80.2589,7,1.6673,2,110.0062,14.1995,0
22.3604,10.6814,34.2679,1,51.3501,0,1.3093,2,58.3709,18.2838,0
9.6737,10.3345,6.4116,1,83.2011,7,1.9882,1,35.0876,17.3909,0
22.6036,13.2686,21.4374,0,41.8306,3,1.2456,0,56.8372,16.3409,0
14.4952,9.797,33.5112,1,85.6283,7,1.3143,0,79.4817,20.4782,0
21.7137,13.4102,32.7662,1,50.6879,5,1.9361,0,118.7719,20.3837,0
16.6088,12.4094,26.7187,1,79.3458,4,1.0674,1,61.2578,22.7245,0
16.0776,8.617,5.9016,1,54.198,2,1.6244,1,31.182,24.0687,0
16.5443,12.9091,8.1988,1,68.2583,4,1.7209,2,116.0133,18.3213,0
6.6479,12.7565,5.7495,1,46.4868,2,2.1208,0,25.7122,18.8529,0
22.6175,8.7596,22.6851,1,12.9171,2,0.9874,2,115.9277,22.9102,0
1.0637,9.8054,1.5009,0,3.1326,53,7.1302,19,0.1837,59.0299,1
7.9625,10.9791,34.0686,1,57.8022,5,1.0203,1,114.4059,15.1928,0
22.4257,12.0201,33.2165,1,68.4431,5,1.0256,0,80.4002,8.7896,0
12.4996,11.4791,16.1235,1,88.9539,3,1.5972,1,27.9025,10.3076,0
17.0711,8.6605,35.2536,1,26.4665,5,2.4872,1,106.3604,10.2604,0
23.5517,13.3242,18.7275,1,82.9676,5,0.8502,2,89.0707,8.7796,0
6.2828,8.5205,39.0248,0,34.6613,0,1.0799,0,113.6289,19.9747,0
15.1672,13.4681,21.3404,1,12.6382,5,1.9938,2,33.7859,15.4171,0
11.3301,8.0282,6.6406,1,54.5646,7,0.8946,2,30.9129,14.401,0
19.2831,10.6914,5.0822,1,24.1983,7,0.9801,1,69.6092,17.1945,0
19.8659,12.7295,18.4142,1,14.7465,5,1.9057,0,46.882,15.2942,0
24.9265,12.9327,37.0931,1,77.6634,4,2.0124,1,113.3525,19.1687,0
20.6395,9.4968,7.2962,1,47.831,4,0.8616,2,74.6394,8.0502,0
24.6555,11.4947,24.0053,1,16.6812,0,1.0231,0,22.1208,16.9655,0
10.1025,10.6175,7.9073,1,68.4286,5,1.752,1,112.2111,20.9291,0
13.6106,8.795,33.3792,0,75.4366,0,0.9947,0,119.5907,18.2247,0
11.0583,10.803,14.7268,1,17.4901,5,2.1209,0,95.9165,16.5002,0
14.2736,11.8072,10.7685,1,78.2661,6,1.6963,1,78.3787,14.2002,0
20.4653,9.1283,18.1028,1,79.9296,3,1.0852,0,44.3805,14.1942,0
13.8784,9.9413,7.0219,1,41.9818,1,2.3091,0,93.7343,18.8897,0
7.8188,9.7394,33.8474,1,59.1663,1,1.1578,1,110.7111,11.765,0
2.5568,9.8162,1.5009,0,0.71,52,4.1105,15,0.8697,68.7711,1
23.1261,8.2633,12.4615,1,18.2465,3,1.4373,0,108.9533,19.7058,0
9.3439,10.028,12.2196,1,14.9243,2,1.2921,0,95.477,22.799,0
10.1019,12.4121,35.662,1,42.5105,2,2.361,0,80.0142,8.3536,0
2.8007,9.7392,1.5009,0,0.9078,45,5.8707,5,0.1147,61.4586,1
22.8671,8.5664,15.3813,1,86.7886,3,1.4423,0,113.4788,15.2396,0
22.7703,8.3511,7.5941,1,57.2661,5,2.0539,0,90.3042,23.5431,0
22.8827,10.7882,34.6004,1,18.2016,5,1.9883,2,48.1711,17.8992,0
11.3199,11.9253,12.2339,1,15.2412,5,1.3329,1,90.2745,19.4359,0
13.4896,9.9255,15.7597,1,42.7506,1,1.0254,0,75.8371,16.4166,0
9.8092,11.6019,24.3248,1,33.1293,2,0.9515,1,111.7206,20.5611,0
16.8873,10.6372,33.0914,0,11.9149,4,1.161,1,118.0272,23.2486,0
18.737,11.0688,12.3936,1,24.6163,4,2.3712,0,107.8783,15.703,0
12.1244,9.7924,7.0028,1,47.7043,6,2.028,2,17.7717,14.3101,0
12.4004,9.1138,22.3287,0,50.7766,1,1.1453,0,40.7438,22.5533,0
6.8002,11.1842,25.8275,1,69.3573,6,1.4657,0,19.0704,8.2446,0
11.228,10.5606,18.2864,1,36.9674,0,1.0863,0,34.7471,22.4656,0
20.4001,11.7135,19.1658,1,39.9225,7,2.3755,0,47.743,12.155,0
20.5952,12.3846,5.4629,1,71.4785,1,1.3267,1,99.9673,15.6433,0
18.2688,10.3999,15.9156,1,66.5488,4,1.1435,2,98.9932,24.525,0
14.8796,12.8519,23.3339,1,23.2112,0,1.1551,0,64.657,22.0768,0
11.186,11.8849,16.9363,1,25.0146,3,1.1549,2,16.0483,22.1177,0
20.7703,10.2053,3.9547,1,65.687,1,1.7211,1,36.0471,22.3318,0
1.111,9.7488,1.5009,0,2.8647,57,7.3397,11,2.1115,51.423,1
20.9812,12.015,18.5227,1,44.2187,2,2.4103,2,30.5411,9.2956,0
18.2194,8.4679,17.1706,1,56.8654,4,2.3868,0,50.4569,22.0885,0
18.3169,12.1066,39.8969,1,71.5891,5,0.9252,2,95.515,15.8116,0
10.9197,11.2788,30.5374,1,81.1797,5,0.8127,0,51.0673,8.1425,0
14.5263,12.2662,38.9757,0,12.3241,0,2.2165,2,62.2065,21.424,0
21.6211,9.078,28.7447,1,55.6363,4,1.6972,0,54.2891,13.9383,0
5.1132,9.5762,7.6526,0,66.862,4,1.71,1,51.7129,13.4986,0
24.6726,10.5558,39.2652,1,16.6502,4,1.2533,2,110.0107,8.1826,0
22.3434,8.9881,25.8354,0,21.4407,6,1.0004,1,33.0085,16.6614,0
20.9312,11.814,18.0009,1,82.2863,4,2.1738,0,86.5194,17.784,0
18.4583,9.3044,9.5013,1,64.4107,0,0.9421,1,22.5013,21.8915,0
9.0884,10.5068,27.5514,1,63.2939,6,1.1873,1,41.7022,24.8233,0
13.9545,12.3363,27.0078,1,27.8065,3,1.6898,0,38.1726,8.572,0
19.195,9.1545,30.851,1,58.9681,5,1.5778,0,105.1378,22.151,0
19.6002,10.0104,27.6448,1,10.3586,2,1.5574,0,58.7387,22.3027,0
16.191,13.4828,25.8602,1,36.1433,0,2.1473,1,110.0164,13.302,0
21.4049,8.8323,37.5659,1,50.1943,4,1.982,2,65.537,23.1211,0
14.9944,12.9893,0.9305,0,78.4354,6,1.6173,2,49.669,21.2649,0
6.0799,11.7992,32.3204,1,16.2349,3,2.0203,2,91.0243,8.8882,0
6.1217,11.9444,19.9722,1,26.0254,5,2.2053,0,76.0871,24.6462,0
16.9707,10.5109,21.9964,1,89.497,5,2.3653,0,80.9854,12.5384,0
21.7989,10.142,35.1059,1,80.2515,4,0.8938,2,108.1983,12.439,0
22.5174,12.3553,27.3382,0,37.4467,7,2.125,2,118.3511,15.0091,0
5.4171,11.4811,32.5836,0,55.3016,1,1.4812,2,74.7987,16.111,0
22.4252,9.8158,7.5137,1,86.261,5,1.9063,2,110.6261,13.9316,0
6.3842,12.2553,38.9703,1,39.2481,5,1.4812,1,22.6732,24.0269,0
13.9604,10.9048,10.728,1,68.3356,6,1.042,0,107.1443,24.0693,0
22.7199,13.4169,19.5139,1,61.9047,4,1.3009,1,44.4486,14.5517,0
6.5658,9.0175,17.4233,1,57.8363,3,1.3215,2,54.3057,9.8425,0
19.5549,12.8312,16.0536,1,36.4167,1,1.2896,2,112.0585,21.436,0
20.1452,8.67,32.2271,1,8.379,2,1.544,1,46.001,19.0469,0
17.2078,8.4369,31.9775,1,85.1355,0,1.2349,2,37.0366,19.4632,0
20.0367,11.7912,39.5749,1,14.0854,3,1.8909,2,47.6722,13.3157,0
3.0134,9.6805,1.5009,0,0.5005,18,5.8368,19,3.3064,44.4986,1
8.8869,11.2412,10.5595,1,46.788,1,1.7974,1,103.512,14.7146,0
2.0676,9.628,1.5009,0,2.8232,18,9.2569,7,4.6088,46.7598,1
8.6272,12.9442,11.5925,0,34.9592,7,2.4399,2,48.0875,14.5969,0
20.7627,11.4172,19.6114,1,8.12,5,2.2025,0,66.6774,9.5279,0
23.1088,12.826,11.2151,1,87.9942,5,2.3364,1,24.8027,8.3597,0
13.8945,10.5292,7.0766,1,65.8311,6,2.3441,1,84.269,16.2398,0
24.3684,8.4768,0.4331,0,59.9311,7,2.1191,1,16.1386,16.0841,0
11.3136,9.932,3.4768,0,26.954,3,2.0683,0,95.3721,24.6646,0
13.9928,9.292,14.1553,0,14.4578,1,1.0572,1,28.4828,17.5718,0
20.624,8.535,2.7588,1,67.2624,7,2.2886,1,54.2253,14.2256,0
18.5119,9.4569,14.1275,1,13.6118,0,2.1339,1,105.2134,8.4579,0
21.2845,8.9725,18.782,1,50.1405,1,2.1555,0,49.0274,11.6371,0
19.6405,11.5298,10.4313,1,72.7973,0,0.9485,0,77.6765,11.7525,0
9.3575,9.0631,15.0874,0,51.5122,3,0.9251,1,19.0104,10.1139,0
20.748,11.1735,21.4515,0,42.6266,2,2.3276,0,40.887,19.5874,0
21.0917,8.103,16.1459,1,34.4499,2,2.4821,2,78.3578,20.6375,0
5.2508,10.2962,14.618,1,61.1579,0,1.4031,1,42.2812,21.1091,0
20.6462,8.7351,16.9763,1,57.3421,0,1.3992,0,72.9163,15.9629,0
19.4654,10.6269,3.8435,1,58.3896,2,0.9337,1,70.3857,17.7008,0
16.4547,8.4848,17.7503,0,39.0035,0,1.7389,1,95.0711,14.6333,0
20.3986,10.544,9.5068,1,67.8274,4,0.82,0,45.3708,20.928,0
6.6703,12.5809,35.7113,1,30.0607,3,1.1153,1,48.5628,18.2888,0
24.0544,12.4239,37.5802,1,20.4307,0,1.8858,1,50.8097,20.5174,0
3.2233,9.6637,1.5009,1,3.3773,51,4.3296,9,2.4433,67.6468,1
24.6859,10.4095,37.7259,1,63.0721,4,1.8258,1,17.8839,21.1068,0
3.7103,9.6739,1.5009,0,1.2495,31,5.9473,7,1.788,51.1253,1
9.493,13.1612,32.789,0,71.8661,4,1.6445,0,79.1881,17.5583,0
10.7206,10.0081,37.5013,0,46.5745,6,2.2234,1,84.8208,8.0743,0
22.8372,10.7518,10.2499,1,49.3728,7,2.0883,0,25.6286,11.3286,0
24.6653,8.3763,22.2927,1,13.9246,2,2.0675,1,118.7557,14.4725,0
17.2436,13.2724,0.0886,1,86.0667,0,0.8701,2,83.4587,19.439,0
16.5654,8.4469,29.6465,1,20.5215,7,2.0723,2,73.2634,16.8258,0
12.3252,10.5665,16.5685,1,60.1696,6,1.609,2,63.139,14.2325,0
10.3695,9.3792,6.9221,1,42.5398,3,1.2237,1,103.8345,21.445,0
10.612,12.0484,3.2006,1,52.6436,1,1.6577,2,29.4932,15.484,0
17.2907,11.2634,5.859,0,30.0902,7,2.4485,2,57.7169,24.396,0
3.2052,9.8701,1.5009,0,2.8345,34,10.3797,5,1.5703,51.3828,1
13.6724,11.4911,3.7644,1,72.3,5,0.8611,0,73.8232,16.3016,0
22.0903,8.559,18.1387,1,87.2854,3,1.7931,0,30.9845,8.5025,0
10.6578,11.794,26.7114,1,84.1162,3,1.4316,0,93.8206,8.4437,0
10.5133,8.8956,37.5241,1,80.4122,5,2.1802,2,77.1749,21.3295,0
11.1716,10.7455,32.6556,1,78.0303,4,2.2151,0,58.2261,10.1682,0
22.8016,9.8012,38.1512,1,63.8384,1,1.3445,1,57.8234,12.6483,0
9.9996,9.5712,24.9926,1,54.9514,0,2.461,0,48.6915,23.395,0
11.9899,11.2686,39.8291,1,11.7933,4,2.2336,1,60.7128,16.3413,0
10.8412,10.7002,27.7067,1,66.5149,5,2.3822,1,17.0921,9.3674,0
12.6142,10.3657,15.8488,0,85.6255,7,1.6208,0,83.8409,10.8568,0
21.5684,9.6233,0.6944,1,35.8333,5,1.2507,2,21.594,18.0032,0
7.2323,9.9397,4.0124,0,69.1474,3,2.0036,2,83.488,23.9584,0
19.7936,8.5118,38.0167,0,55.7852,0,2.2799,1,96.9774,23.006,0
8.784,9.5016,0.6303,1,68.4777,5,1.4769,1,88.941,11.4382,0
18.898,13.3229,35.0137,1,86.0223,5,1.8931,1,85.8001,18.6253,0
2.7398,9.7127,1.5009,0,1.3534,41,5.67,13,1.1593,68.1256,1
22.9281,8.8018,11.8433,1,71.2793,1,2.4665,2,36.1976,23.8244,0
20.2455,13.2018,25.4665,1,35.7081,1,2.3763,1,40.3091,19.036,0
8.8741,9.2245,15.2814,1,51.8269,7,1.1187,1,44.52,19.5596,0
11.5186,12.499,36.2408,1,89.0064,5,1.5511,0,38.8297,21.8402,0
23.0525,9.1995,5.0368,1,78.8914,3,2.3383,0,34.9355,15.2713,0
5.4977,10.5935,2.9866,1,20.3631,1,1.7923,0,19.8641,10.4107,0
17.2054,12.2104,33.2624,1,65.1335,3,2.2008,1,118.1053,9.3394,0
16.075,12.8456,13.7152,0,76.2384,3,1.9767,1,70.8296,19.7219,0
15.4027,11.6301,33.6729,1,26.273,3,1.7077,0,103.0507,20.8547,0
21.1517,11.8919,7.3344,1,47.3788,4,1.4887,2,26.6684,15.3647,0
0.5036,9.7515,1.5009,0,0.606,57,11.6125,5,0.2398,48.3618,1
18.346,10.9934,17.5337,1,56.5182,5,1.2312,1,36.7404,13.4922,0
24.9421,9.0833,8.2173,1,34.6625,5,1.471,2,40.0072,18.1856,0
24.5358,10.9457,39.553,1,86.1084,0,1.1629,2,45.471,13.7547,0
14.8483,12.0394,32.8876,1,81.8463,2,2.2353,1,45.78,20.6939,0
21.5226,11.4681,29.6909,1,35.706,4,1.8641,1,51.3715,15.5462,0
18.901,11.1966,17.523,1,78.5093,7,1.2544,0,67.8992,11.7768,0
13.5648,10.893,22.2116,1,16.0034,6,1.006,2,108.2385,9.8632,0
19.215,9.954,2.9104,1,32.1932,4,1.8145,2,110.3627,17.3635,0
12.845,9.2504,17.366,1,62.8196,3,1.9132,1,94.7886,14.9608,0
17.4373,13.0176,7.4377,1,50.0613,3,1.6137,0,102.2193,24.3786,0
11.8519,13.2897,0.1291,1,40.3597,0,2.4933,2,18.8717,19.4342,0
12.3087,9.5832,7.6146,1,68.4785,1,1.9293,2,92.6426,19.9108,0
13.5345,8.1102,38.5645,1,31.0633,6,1.5621,1,108.7284,20.6165,0
19.8771,8.0534,33.9669,1,71.7692,6,1.6893,2,70.0844,8.5933,0
10.4868,9.2574,16.9904,1,73.0061,2,1.9501,2,39.0127,10.87,0
20.7653,8.5381,25.7245,1,31.7232,4,2.2046,2,78.0177,16.3512,0
14.1708,10.5267,35.1104,1,45.5449,4,1.0231,0,58.5252,14.5342,0
8.2361,11.0158,8.018,1,11.3657,6,2.3576,1,26.4049,16.4731,0
8.4778,8.6048,38.5922,0,62.6761,3,2.1894,0,78.9965,24.4607,0
20.694,8.9242,30.0226,0,81.7229,7,0.862,2,116.5841,22.1496,0
23.7571,12.7782,20.0412,1,45.9438,7,2.2057,2,65.1462,16.3868,0
10.7116,12.9138,29.3039,1,29.0506,1,1.0853,2,93.5263,15.4404,0
23.8877,10.7364,20.0249,1,23.0305,1,2.4356,0,58.6028,8.3357,0
22.6031,9.5335,36.2982,1,45.377,4,0.9505,0,57.9716,21.967,0
23.7952,10.9784,12.6633,1,12.8249,4,1.5102,0,103.1546,23.2039,0
15.625,10.1663,24.9474,1,57.2667,0,1.7479,1,27.9695,15.6866,0
8.7999,9.1299,29.8064,0,38.6369,0,2.2775,1,40.1261,16.6228,0
20.9652,13.4651,1.4725,1,51.1461,7,1.5929,1,84.8323,11.6366,0
10.5437,10.2546,7.6905,1,68.828,3,2.2943,0,58.0814,23.2055,0
11.8185,10.6157,33.4706,1,59.5998,4,1.8682,0,21.3557,23.0711,0
8.9928,12.8116,10.8848,0,25.8802,3,0.8845,2,23.1462,18.183,0
11.765,12.527,24.6061,1,62.6363,7,1.6914,1,30.4085,11.6796,0
13.0925,12.5143,12.8514,1,38.4124,5,1.8229,0,116.9492,15.236,0
5.3687,12.2078,9.3421,1,76.2031,0,2.0977,0,54.8628,18.5963,0
16.3554,12.043,16.4983,1,64.6147,1,1.9667,0,91.2387,23.943,0
21.6299,12.9592,29.6348,1,30.2247,5,1.4742,1,16.1955,8.8924,0
8.9576,10.9961,15.7588,0,13.3199,5,1.7418,0,77.0008,24.6545,0
24.944,12.578,12.2619,1,70.3129,5,1.5854,2,65.798,17.9479,0
5.6132,13.0993,39.6096,1,75.5379,1,1.252,2,29.6937,12.6489,0
9.8416,10.0791,5.8484,1,68.3231,6,1.341,0,73.6968,20.133,0
7.2095,9.1352,20.8311,1,42.4423,4,2.2639,0,30.5585,10.7088,0
12.0539,12.9106,27.5414,1,86.2573,7,2.1084,0,31.2492,15.9494,0
11.5206,13.3029,9.1046,1,66.4848,5,1.3587,0,46.2314,11.2502,0
7.8143,12.1287,12.9544,1,60.7931,3,2.3148,2,25.9109,21.8376,0
7.6807,9.3019,3.9349,1,30.1516,6,2.1667,2,63.7304,12.1902,0
11.702,11.571,9.2179,1,22.844,1,1.6647,1,99.4034,14.1151,0
23.808,10.7521,6.4338,1,10.6226,0,1.7796,2,41.4143,15.8005,0
20.8145,9.1509,0.6217,1,85.693,0,1.0803,2,85.432,16.7369,0
0.5657,9.6586,1.5009,0,3.2576,46,8.6156,18,3.4829,38.5973,1
19.3859,11.7682,5.1741,0,34.6613,7,1.275,0,98.8588,22.7828,0
18.5883,11.7465,28.308,0,48.8449,0,1.2839,0,93.2549,12.4005,0
19.9877,13.1551,21.9559,1,73.9996,3,1.591,1,62.5707,12.8689,0
17.5815,8.2099,9.9122,1,41.2846,4,1.3067,0,106.1002,12.9818,0
6.374,9.1498,25.3095,1,83.9912,3,2.4187,1,100.1621,8.9964,0
20.2793,12.1846,11.8883,0,33.0546,7,1.7841,0,58.587,21.709,0
2.6625,9.8094,1.5009,0,2.6478,49,10.3856,10,0.3732,67.1409,1
7.0855,12.0786,32.2293,1,31.5617,1,0.9409,2,63.2306,20.6494,0
9.1646,11.3877,27.9391,0,43.716,6,2.1431,2,80.5883,8.8894,0
14.5144,13.4057,31.4966,1,33.0471,1,2.4975,2,41.0865,14.9092,0
16.7188,10.4557,29.8508,1,61.9699,2,2.4491,2,94.6462,24.1572,0
8.062,8.8625,17.3383,1,89.065,4,1.615,0,73.7347,22.4887,0
6.1187,10.6449,14.0475,0,80.1085,5,0.9813,1,104.2603,21.2313,0
7.8865,10.5888,16.3391,1,17.6642,6,2.022,2,101.4722,12.8537,0
22.6215,10.299,4.0044,1,24.4449,1,1.0613,1,49.1352,21.9638,0
16.1439,9.0446,22.1,0,10.2966,1,2.0005,1,20.4392,9.28,0
12.4633,10.2453,22.8828,1,54.3731,3,1.2224,2,109.7544,21.8442,0
24.5595,13.3187,7.6942,0,65.1598,1,1.6756,1,111.1865,22.5202,0
2.2733,9.6494,1.5009,0,0.6997,40,8.1725,13,2.1172,35.4509,1
9.8315,8.246,18.4392,1,42.6316,0,1.2728,2,36.7736,11.3313,0
21.3792,11.139,11.1751,1,34.6214,6,2.0658,0,43.2684,12.1154,0
6.8569,10.6101,13.1167,1,18.5801,6,1.2236,0,79.7994,20.3288,0
18.1772,10.493,16.9179,1,12.3531,3,2.4711,0,66.194,19.2888,0
2.0689,9.6648,1.5009,1,3.2766,42,5.6185,4,3.2898,38.2774,1
8.862,12.7402,23.2479,1,38.53,7,0.9826,0,61.1035,11.7855,0
9.3349,11.0822,5.6451,0,52.9857,0,1.5128,0,58.7822,23.2391,0
5.2806,11.546,12.1484,1,41.1574,4,1.2776,1,110.9385,21.6319,0
8.5284,11.3657,26.5635,1,33.3324,6,1.8921,2,61.4009,11.3094,0
13.4548,9.5978,30.4494,0,56.9903,5,1.5317,0,118.005,8.4673,0
15.5986,9.0716,25.484,1,16.9924,7,1.9041,0,87.1259,20.7102,0
8.6746,9.0859,2.6672,1,88.6733,3,1.1566,0,116.1069,20.7197,0
6.9794,9.7354,5.1307,1,61.4482,6,2.2982,2,39.216,18.9812,0
20.6072,11.8564,8.1025,1,14.0909,0,1.5254,2,35.9803,14.229,0
13.1068,12.7637,0.1751,1,16.2504,0,1.7361,0,22.0968,22.1723,0
12.3141,11.8214,9.8426,0,86.3256,5,2.2389,2,68.2161,23.8103,0
1.043,9.6635,1.5009,0,1.322,17,4.7041,15,3.9508,58.6322,1
14.9408,13.2605,2.4235,1,37.6052,1,1.5133,0,26.1704,11.1262,0
11.5165,11.5285,33.868,1,33.9112,0,1.6756,1,88.7446,16.4391,0
23.1133,8.3061,12.6507,0,11.0179,7,1.2025,1,16.4381,10.1258,0
12.2035,8.8008,22.9012,0,74.7427,7,2.3657,2,52.1822,21.3032,0
12.4343,10.6269,5.7091,1,52.6101,4,1.3298,0,55.2778,22.6994,0
6.7264,13.2895,7.3329,1,75.2721,4,1.9224,2,103.7484,18.4811,0
23.0043,9.0457,39.2969,1,40.8153,5,1.2441,1,110.2088,18.2372,0
2.118,9.7896,1.5009,0,1.6563,33,11.9197,5,4.7963,69.8557,1
16.7162,12.6314,32.2307,0,48.2323,2,1.6024,1,112.9493,24.9952,0
13.1471,8.9255,22.4049,1,27.7847,6,2.269,0,47.3079,16.1095,0
14.2744,12.9551,22.6942,1,45.3089,3,2.4388,1,29.2044,13.6045,0
19.0067,12.0266,26.3409,1,43.3031,5,2.3623,2,93.1418,14.9356,0
8.9829,9.0754,28.4462,0,31.0997,6,1.4439,2,89.4176,12.4175,0
20.3051,8.7977,25.1708,1,43.1035,5,2.0043,0,103.6333,10.9329,0
22.7253,8.0318,10.4264,1,61.8316,6,1.0777,2,23.1974,9.2511,0
11.4237,11.8046,39.1397,0,21.9211,3,1.5482,2,75.5769,16.5306,0
17.1841,10.4207,33.6781,1,66.4028,4,2.2857,0,18.5949,16.4547,0
14.153,9.2224,39.1312,1,75.1664,5,2.4384,2,84.1478,19.1493,0
23.7727,12.1768,2.0391,0,65.9654,5,1.6381,0,45.0888,24.1545,0
1.4597,9.6202,1.5009,0,2.2566,26,4.2083,6,1.6673,39.911,1
14.9673,11.8939,35.3157,1,38.7073,6,1.1935,0,82.6481,15.0926,0
14.8668,10.224,28.7707,1,70.4232,3,0.8259,0,64.7337,17.2968,0
17.0635,8.3788,19.1751,0,45.7595,6,2.1095,1,88.345,8.0825,0
1.2797,9.6897,1.5009,0,3.1029,30,5.9007,17,2.3004,64.4935,1
8.1657,10.7404,4.6293,1,26.5017,3,0.8638,0,101.5094,8.276,0
8.9775,12.7498,4.4941,1,31.3465,1,2.0827,1,103.3078,11.8663,0
16.2651,9.9115,1.1477,1,64.9725,0,1.7227,1,28.6002,19.4496,0
6.3332,10.6168,15.3353,1,77.9963,2,1.3141,2,108.5755,8.5279,0
9.2249,9.0089,17.7966,1,36.1502,5,1.7286,1,17.3026,23.7072,0
20.6134,10.1602,26.9349,1,69.8376,5,2.0084,2,119.2588,9.4182,0
11.9763,9.4653,21.4274,1,12.0111,7,1.7773,2,60.267,14.0617,0
10.9278,13.2348,28.3757,0,44.8257,5,2.0602,1,90.9359,19.4145,0
22.3684,10.5326,21.3755,1,26.3266,3,1.2296,2,98.6732,20.507,0
19.1368,8.215,7.6993,0,32.2774,5,1.7273,1,20.8269,18.8207,0
7.3149,11.4878,37.6545,1,48.3623,6,1.0458,2,60.7063,23.1648,0
9.3166,12.2093,8.5304,1,41.164,4,2.0873,2,16.9268,9.6494,0
19.2539,11.5664,32.1629,1,14.6334,7,2.4743,2,91.5094,12.9351,0
8.1184,10.678,1.4012,1,29.4198,1,1.5176,2,99.489,22.7479,0
6.675,10.5166,7.5782,1,72.0173,1,2.0656,1,64.5831,21.1526,0
21.5383,9.9484,18.1701,1,15.9398,2,0.8649,2,64.0229,22.9733,0
0.888,9.767,1.5009,0,2.9714,47,4.7911,18,4.3005,41.9086,1
24.9565,12.7468,20.4824,0,60.3721,6,2.3898,2,59.5622,16.9772,0
14.3866,11.4126,16.8052,1,87.0563,6,1.7786,1,31.2868,21.6394,0
21.1422,8.6185,28.8545,1,66.8787,7,1.8659,1,94.8098,21.5604,0
22.9355,9.6524,3.8857,1,64.1569,2,2.1583,0,38.3711,17.867,0
20.3269,9.9254,34.8803,1,25.6074,3,1.7839,0,55.5591,22.1684,0
2.8545,9.6472,1.5009,0,2.6656,43,4.5927,10,2.613,44.2087,1
20.3435,9.7257,27.2329,1,39.9449,7,1.1283,0,104.7438,17.9988,0
10.5554,12.9637,36.6266,1,62.9324,1,0.9555,2,36.4443,10.2343,0
22.5918,12.5274,17.0225,1,80.8904,4,1.3676,2,34.9465,20.9998,0
24.6424,10.3684,8.5894,1,19.2747,0,0.9793,0,38.4456,22.6936,0
8.255,10.6964,25.219,1,33.2421,2,1.4437,1,118.1295,24.6445,0
20.2658,8.814,21.9572,1,16.7153,4,2.0899,0,111.915,19.6373,0
23.8119,9.2427,17.9428,1,18.8945,2,2.497,1,73.8284,12.9477,0
10.5449,9.062,9.7585,1,48.4377,0,2.1141,2,26.4063,12.7795,0
16.4704,9.1256,4.603,1,86.5312,3,1.7266,1,61.9321,14.7601,0
21.8292,11.496,34.5416,1,67.123,0,0.8496,0,86.9193,13.1951,0
13.6843,10.859,18.8244,1,82.3107,5,2.0285,0,46.5624,21.0807,0
8.6228,10.6316,24.4604,1,9.7726,0,1.1258,2,27.8783,11.8141,0
13.1472,8.0127,34.7938,1,21.9706,3,1.0881,2,72.61,8.294,0
8.3303,11.0513,37.6238,0,13.5733,0,1.512,1,26.3196,9.5046,0
21.2066,12.1729,31.9339,1,85.0881,5,1.7732,0,68.7184,24.4106,0
12.447,11.0448,25.2698,1,64.0041,3,2.2084,1,38.6737,17.3864,0
9.1934,12.0013,22.3945,1,16.5597,3,0.9272,2,93.0853,19.7974,0
14.7323,8.4842,38.8923,1,14.8582,1,2.1933,0,94.8215,12.1568,0
22.3376,8.5893,11.9031,1,10.3275,0,1.8696,1,106.4656,18.0981,0
6.1678,9.5956,31.1376,1,45.0634,6,1.2167,0,114.2729,24.0215,0
12.0708,9.8681,7.8634,1,59.6513,3,1.8641,2,87.6156,8.3601,0
9.1882,8.2337,3.212,0,73.5195,0,1.1031,2,117.5686,9.1755,0
18.9785,11.9845,28.4638,1,27.7345,1,1.4317,2,110.8438,16.5739,0
17.1367,12.7396,3.0743,1,20.9228,2,1.9939,1,32.252,11.8433,0
14.2866,10.1935,21.946,1,60.9622,1,1.5532,2,46.3777,16.6975,0
5.9992,10.6831,0.503,0,15.8542,0,1.5957,1,119.206,21.9831,0
20.8458,11.9462,13.4246,1,10.1568,1,1.7574,1,19.0647,18.1472,0
